04-01-0057-46;;04-001;CHIMALTENANGO;CHIMALTENANGO;COLEGIO EVANGELICO MIXTO AMERICA;1A CALLE 7-160 ZONA 4;78391123;ABIMAEL ACUTA ABAJ;JAVIER SÁNCHEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0058-46;;04-01-0219;CHIMALTENANGO;CHIMALTENANGO;TECNOLÓGICO PREUNIVERSITARIO;3 CALLE 7-54 ZONA 3;41502786;MILDRED JEANNTTE ABAJ MAZATE;GERSON ARELY PUZ SAL;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0059-46;;04-01-0216;CHIMALTENANGO;CHIMALTENANGO;INSTITUTO TECNICO INDUSTRIAL;9A. CALLE DE LOS CLAVELES 3-76 ZONA 1, QUINTAS LOS APOSENTOS;78396913;KARLA YADIRA PÉREZ SALAZAR;ASUNCIÓN BOLIVIA MATZER CUXIL;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0061-46;;04-020;CHIMALTENANGO;CHIMALTENANGO;INSTITUTO TECNOLOGICO CHIMALTECO;8A. CALLE Y 6A. AVENIDA 5-20 ZONA 1 QUINTAS LOS APOSENTOS;78391288-78392217;MARILENA HERNÁNDEZ CABRERA;DOMINGO JIATZ SOLAN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0062-46;;04-01-0211;CHIMALTENANGO;CHIMALTENANGO;"ESCUELA NACIONAL DE CIENCIAS COMERCIALES ""LEONIDAS MENCOS AVILA""";1A. CALLE 9-30 ZONA 3;78396809;ABIMAEL ACUTA ABAJ;MARCO ANTONIO MONTERROSO MONZÓN;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0063-46;;04-01-0211;CHIMALTENANGO;CHIMALTENANGO;"ESCUELA DE CIENCIAS COMERCIALES POR COOPERATIVA ""PROF. MIGUEL ANGEL FRANCISCO JUÁREZ PÉREZ""";1A CALLE 9-30 ZONA 3;78396762;ABIMAEL ACUTA ABAJ;GILDARDO LEONEL LANCERIO CABRERA;DIVERSIFICADO;COOPERATIVA;URBANA;ABIERTA;MONOLINGUE;INTERMEDIA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0069-46;;04-01-0215;CHIMALTENANGO;CHIMALTENANGO;"COLEGIO ""JOSÉ SIMEÓN CAÑAS Y VILLACORTA""";4A. AVENIDA 2-95 ZONA 3;78393574;MARÍA ROSALBA OVALLE CARCUS DE MAXIÁ;IRMA ARACELI MENDOZA ALCÚ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0070-46;;04-01-0215;CHIMALTENANGO;CHIMALTENANGO;"COLEGIO ""JOSÉ SIMEÓN CAÑAS Y VILLACORTA""";4A. AVENIDA 2-95 ZONA 3;78933574;MARÍA ROSALBA OVALLE CARCUS DE MAXIÁ;IRMA ARACELI MENDOZA ALCÚ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0073-46;;04-01-0213;CHIMALTENANGO;CHIMALTENANGO;"LICEO CRISTIANO ""NATANAEL""";"6A. AVENIDA ""A"" 2A-37, ZONA 2 COLONIA SANTA TERESITA";57998064;NORMAN EDUARDO PINTO CELIS;FLAVIO AUGUSTO CHOC CHOY;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0093-46;;04-01-0216;CHIMALTENANGO;CHIMALTENANGO;ESCUELA NORMAL DE EDUCACION FISICA;"INTERIOR DE LA ESCUELA NORMAL RURAL ""PEDRO MOLINA"", LA ALAMEDA";78404977;KARLA YADIRA PÉREZ SALAZAR;JUAN MANUEL SALAZAR ARRIOLA;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0095-46;;04-01-0216;CHIMALTENANGO;CHIMALTENANGO;"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""DR. PEDRO MOLINA""";6A. AVENIDA 14-376 LA ALAMEDA ZONA 1;79370426;KARLA YADIRA PÉREZ SALAZAR;NANCY JULISSA HERRERA MORALES;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0096-46;;04-003;CHIMALTENANGO;CHIMALTENANGO;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;FINCA LA ALAMEDA;;NORMAN EDUARDO PINTO CELIS;---;DIVERSIFICADO;OFICIAL;RURAL;CERRADA DEFINITIVAMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0105-46;;04-027;CHIMALTENANGO;CHIMALTENANGO;INSTITUTO EVANGELICO AMERICA LATINA;KILOMETRO 53.5 CARRETERA INTERAMERICANA;77282600;MARÍA ROSALBA OVALLE CARCUS DE MAXÍA;AXEL EDUARDO ESTRADA CHÁVEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0112-46;;04-01-0218;CHIMALTENANGO;CHIMALTENANGO;CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGO NO. 2 (C.E.T.A.CH. NO. 2);3A. CALLE 6-125 ZONA 4;78739582;MARIA AMELIA ADRIANA CAMEY GUERRA;BERTHA MARIA QUIROA GARNICA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0113-46;;04-01-0218;CHIMALTENANGO;CHIMALTENANGO;CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGO NO. 2 (C.E.T.A.CH. NO. 2);3A. CALLE 6-125 ZONA 4;78739582;MARIA AMELIA ADRIANA CAMEY GUERRA;BERTHA MARIA QUIROA GARNICA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0115-46;;04-01-0213;CHIMALTENANGO;CHIMALTENANGO;"LICEO CRISTIANO ""NATANAEL""";"6A. AVENIDA ""A"" 2A-37, ZONA 2 COLONIA SANTA TERESITA";57998064;NORMAN EDUARDO PINTO CELIS;FLAVIO AUGUSTO CHOC CHOY;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0117-46;;04-002;CHIMALTENANGO;CHIMALTENANGO;CENTRO DE ESTUDIOS TECNICOS AVANZADOS DE CHIMALTENANGO NO. 2 (C E T A CH NO 2);3A. CALLE 6-125 ZONA 4;78399782;EDNA NOHELIA PÉREZ TOJ DE LÓPEZ;CARLOS HUMBERTO CABRERA OVALLE;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0121-46;;04-020;CHIMALTENANGO;CHIMALTENANGO;"COLEGIO MIXTO ""SANTA TERESITA""";MANZANA L, LOTE 31 Y 32, COLONIA SANTA TERESITA, ZONA 2;50369137;MARILENA HERNÁNDEZ CABRERA;EDGAR VINICIO ROSALES GARCÍA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0125-46;;04-01-0220;CHIMALTENANGO;CHIMALTENANGO;LICEO NUEVA GENERACIÓN;1A. AVENIDA 4-52 ZONA 4;55808231;KARLA YADIRA PÉREZ SALAZAR;LESLIE IVETTE SÁNCHEZ VÁSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0128-46;;04-028;CHIMALTENANGO;CHIMALTENANGO;LICEO NUEVA GENERACION;1A. AVENIDA 4-52 ZONA 4;783928;KARLA YADIRA PÉREZ SALAZAR;LESLIE IVETTE SÁNCHEZ VÁSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;CHIMALTENANGO;;
04-01-0129-46;;04-020;CHIMALTENANGO;CHIMALTENANGO;INSTITUTO EVANGÉLICO AMÉRICA LATINA;6A. AVENIDA 3-48 ZONA 5;78391447;MARILENA HERNÁNDEZ CABRERA;AXEL EDUARDO ESTRADA CHÁVEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;CHIMALTENANGO;;
04-01-0134-46;;04-01-0217;CHIMALTENANGO;CHIMALTENANGO;"CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGO ""C.E.T.A.CH.""";8A. AVENIDA 3-59 ZONA 2;77741100;JUAN CARLOS CHIQUITÓ CÁN;JOSE EDWIN VILLARREAL AGUILAR;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0139-46;;04-01-0217;CHIMALTENANGO;CHIMALTENANGO;COLEGIO BLESS;1A. CALLE 9-307 ZONA 4;79649696-78739432;JUAN CARLOS CHIQUITÓ CÁN;MARIO RAUL DE LA CRUZ ELÍAS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0140-46;;04-001;CHIMALTENANGO;CHIMALTENANGO;COLEGIO BLESS;1A. CALLE 9-307 ZONA 4;78397979;ABIMAEL ACUTA ABAJ;EMILIO ANTONIO JUAREZ ZAMORA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0141-46;;04-01-0217;CHIMALTENANGO;CHIMALTENANGO;COLEGIO BLESS;1A. CALLE 9-307 ZONA 4;78739432-79649696;JUAN CARLOS CHIQUITÓ CÁN;MARIO RAUL DE LA CRUZ ELÍAS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;CHIMALTENANGO;;
04-01-0142-46;;04-01-0217;CHIMALTENANGO;CHIMALTENANGO;COLEGIO BLESS;1A. CALLE 9-307 ZONA 4;78739432-79649696;JUAN CARLOS CHIQUITÓ CÁN;MARIO RAUL DE LA CRUZ ELÍAS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0144-46;;04-01-0215;CHIMALTENANGO;CHIMALTENANGO;"INSTITUTO MIXTO TECNÓLOGICO CENTRAL ""CIUDAD DE LOS ESCUDOS""";2A. CALLE 2-45 ZONA 4;78494236;MARÍA ROSALBA OVALLE CARCUS DE MAXIÁ;MIGUEL ANGEL TARTON TOJ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0145-46;;04-027;CHIMALTENANGO;CHIMALTENANGO;"INSTITUTO MIXTO TECNOLÓGICO CENTRAL ""CIUDAD DE LOS ESCUDOS""";2A. CALLE 2-45 ZONA 4;78494236;MARÍA ROSALBA OVALLE CARCUS DE MAXÍA;MIGUEL ANGEL TARTON TOJ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0147-46;;04-01-0218;CHIMALTENANGO;CHIMALTENANGO;CENTRO DE ESTUDIOS INTEGRADOS CEI;"1A. CALLE PASAJE 6-106 CASA ""I"", ALDEA BUENA VISTA, ZONA 8";55749641;MARIA AMELIA ADRIANA CAMEY GUERRA;ALEJANDRO ISRAEL RIVAS RAMIREZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0148-46;;04-028;CHIMALTENANGO;CHIMALTENANGO;COLEGIO MENBEN;PARCELA 37A, LA ALAMEDA;78395581;KARLA YADIRA PÉREZ SALAZAR;MAUREEN ANNE MENDEZ BENSEN DE LLARENA;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0152-46;;04-01-0218;CHIMALTENANGO;CHIMALTENANGO;CENTRO DE ESTUDIOS TÉCNICOS Y AVANZADOS DE CHIMALTENANGO NO. 2 (C.E.T.A.CH.NO. 2);3A. CALLE 6-125 ZONA 4;78739582;MARIA AMELIA ADRIANA CAMEY GUERRA;BERTHA MARIA QUIROA GARNICA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;CHIMALTENANGO;;
04-01-0153-46;;04-002;CHIMALTENANGO;CHIMALTENANGO;CENTRO DE ESTUDIOS TÉCNICOS Y AVANZADOS DE CHIMALTENANGO NO. 2 (C E T A CH NO 2);3A. CALLE 6-125 ZONA 4;78404789;EDNA NOHELIA PÉREZ TOJ DE LÓPEZ;BERTHA MARIA QUIROA GARNICA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;CHIMALTENANGO;;
04-01-0161-46;;04-01-0220;CHIMALTENANGO;CHIMALTENANGO;LICEO NUEVA GENERACIÓN;1A. AVENIDA 4-52 ZONA 4;55808231;KARLA YADIRA PÉREZ SALAZAR;LESLIE IVETTE SÁNCHEZ VÁSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0162-46;;04-01-0215;CHIMALTENANGO;CHIMALTENANGO;LICEO INTEGRAL CIENTIFICO EN COMPUTACION;4A. AVENIDA 5-80 ZONA 2;78394756;MARÍA ROSALBA OVALLE CARCUS DE MAXIÁ;JOSÉ ALBERTO TAGUAL CHAVAC;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0165-46;;04-01-0211;CHIMALTENANGO;CHIMALTENANGO;LICEO CRISTIANO HISPANOAMERICANO;3A. AVENIDA 1-64 ZONA 2;78395647;ABIMAEL ACUTA ABAJ;VIVIAN PAOLA XICAY SUY;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0167-46;;04-01-0211;CHIMALTENANGO;CHIMALTENANGO;LICEO CRISTIANO HISPANOAMERICANO;3A. AVENIDA 1-64 ZONA 2;78395647;ABIMAEL ACUTA ABAJ;VIVIAN PAOLA XICAY SUY;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0170-46;;04-028;CHIMALTENANGO;CHIMALTENANGO;INSTITUTO TECNOLOGICO CHIMALTECO;3A. AVENIDA 3-65 ZONA 3;78392002;KARLA YADIRA PÉREZ SALAZAR;DOMINGO JIATZ SOLAN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0171-46;;04-01-0220;CHIMALTENANGO;CHIMALTENANGO;LICEO NUEVA GENERACIÓN;1A. AVENIDA 4-52 ZONA 4;55808231;KARLA YADIRA PÉREZ SALAZAR;LESLIE IVETTE SÁNCHEZ VÁSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;CHIMALTENANGO;;
04-01-0175-46;;04-028;CHIMALTENANGO;CHIMALTENANGO;COLEGIO SAGRADA ESPERANZA;6A. CALLE 3-09 ZONA 1, QUINTAS LOS APOSENTOS I;57674925;KARLA YADIRA PÉREZ SALAZAR;ANA MARÍA ARAGÓN PINEDA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0180-46;;04-027;CHIMALTENANGO;CHIMALTENANGO;"INSTITUTO MIXTO TECNOLÓGICO CENTRAL ""CIUDAD DE LOS ESCUDOS""";2A. CALLE 2-45 ZONA 4;78494236;MARÍA ROSALBA OVALLE CARCUS DE MAXÍA;EDVIN AMILCAR PER SISIMIT;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0181-46;;04-027;CHIMALTENANGO;CHIMALTENANGO;"INSTITUTO MIXTO TECNOLÓGICO CENTRAL ""CIUDAD DE LOS ESCUDOS""";2A. CALLE 2-45 ZONA 4;59143219;MARÍA ROSALBA OVALLE CARCUS DE MAXÍA;MIGUEL ANGEL TARTON TOJ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;CHIMALTENANGO;;
04-01-0184-46;;04-027;CHIMALTENANGO;CHIMALTENANGO;"COLEGIO ""JOSÉ SIMEÓN CAÑAS Y VILLACORTA""";4A. AVENIDA 2-95 ZONA 3;79393574;MARÍA ROSALBA OVALLE CARCUS DE MAXÍA;IRMA ARACELI MENDOZA ALCÚ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;CHIMALTENANGO;;
04-01-0187-46;;04-01-0216;CHIMALTENANGO;CHIMALTENANGO;"LICEO CIENTIFICO TECNOLOGICO ""EN-GADI""";2A. CALLE 1-73 ZONA 2;78391176;KARLA YADIRA PÉREZ SALAZAR;ELIAS ISRAEL LÓPEZ MIRANDA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0194-46;;04-01-0216;CHIMALTENANGO;CHIMALTENANGO;COLEGIO CRISTIANO VERBO CHIMALTENANGO;3A. AVENIDA DE LAS FLORES 7-62 QUINTAS LOS APOSENTOS 1, ZONA 1;78396501;KARLA YADIRA PÉREZ SALAZAR;EILEEN MAYTE BERNARDINO PINEDA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0195-46;;04-01-0219;CHIMALTENANGO;CHIMALTENANGO;INSTITUTO CHIMALTECO DE EDUCACIÓN INTEGRAL;5A. CALLE 3-60 ZONA 3;78392713;MILDRED JEANNTTE ABAJ MAZATE;WENDY ARACELY MULUL ANDRES;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0197-46;;04-001;CHIMALTENANGO;CHIMALTENANGO;COLEGIO BLESS;1A. CALLE 9-307 ZONA 4;78739432;ABIMAEL ACUTA ABAJ;MARIO RAUL DE LA CRUZ ELÍAS;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;CHIMALTENANGO;;
04-01-0199-46;;04-01-0217;CHIMALTENANGO;CHIMALTENANGO;"CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGO ""C.E.T.A.CH.""";8A. AVENIDA 3-59 ZONA 2;77741100;JUAN CARLOS CHIQUITÓ CÁN;JOSE EDWIN VILLARREAL AGUILAR;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0203-46;;04-01-0215;CHIMALTENANGO;CHIMALTENANGO;LICEO EN CIENCIA Y TECNOLOGIA DE OCCIDENTE;6A. AVENIDA 8-94 ZONA 1;45097231;MARÍA ROSALBA OVALLE CARCUS DE MAXIÁ;SANDRA NOEMI ORTIZ ESTRADA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0214-46;;04-027;CHIMALTENANGO;CHIMALTENANGO;LICEO CIENTÍFICO TECNOLÓGICO EN-GADI;2A. CALLE 1-73 ZONA 2;78391176;MARÍA ROSALBA OVALLE CARCUS DE MAXÍA;ELIAS ISRAEL LÓPEZ MIRANDA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0229-46;;04-020;CHIMALTENANGO;CHIMALTENANGO;INSTITUTO EVANGÉLICO AMÉRICA LATINA;6A. AVENIDA 3-48 ZONA 5;78391447;MARILENA HERNÁNDEZ CABRERA;AXEL EDUARDO ESTRADA CHÁVEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0230-46;;04-01-0219;CHIMALTENANGO;CHIMALTENANGO;TECNOLÓGICO PREUNIVERSITARIO;3A. CALLE 7-54 ZONA 3;41502786;MILDRED JEANNTTE ABAJ MAZATE;GERSON ARELY PUZ SAL;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;BILINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0232-46;;04-01-0218;CHIMALTENANGO;CHIMALTENANGO;COLEGIO CRISTIANO CATÓLICO JUAN PABLO II;2A. CALLE 3A-91 ZONA 7, ALDEA BUENA VISTA;78494357;MARIA AMELIA ADRIANA CAMEY GUERRA;JUAN JOSÉ SAPUT MARTINEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0238-46;;04-027;CHIMALTENANGO;CHIMALTENANGO;"INSTITUTO MIXTO TECNOLÓGICO CENTRAL ""CIUDAD DE LOS ESCUDOS""";2A. CALLE 2-45 ZONA 4;78494236;MARÍA ROSALBA OVALLE CARCUS DE MAXÍA;MIGUEL ANGEL TARTON TOJ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0242-46;;04-028;CHIMALTENANGO;CHIMALTENANGO;COLEGIO NIMALÄJ KAQCHIKEL AMAQ' TIJOB'ÄL;DIAGONAL 5, 13-142 ZONA 5, LA ALAMEDA;77283439;KARLA YADIRA PÉREZ SALAZAR;MAGALLY ALCIBIA DÍAZ HERRERA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0244-46;;04-01-0213;CHIMALTENANGO;CHIMALTENANGO;INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA PEM. AURA MARINA SOCOY QUELEX;ALDEA BOLA DE ORO;41444505;NORMAN EDUARDO PINTO CELIS;AURA MARINA SOCOY QUELEX;DIVERSIFICADO;COOPERATIVA;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
